"Date","Source","Site ID","POC","Daily Max 1-hour SO2 Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"01/24/2023","AQS","320030540","1","0.3","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"01/25/2023","AQS","320030540","1","1.3","ppb","1","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"01/26/2023","AQS","320030540","1","1.3","ppb","1","Jerome Mack-NCore","22","92.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"01/27/2023","AQS","320030540","1","2.5","ppb","3","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"01/28/2023","AQS","320030540","1","1.8","ppb","1","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"01/29/2023","AQS","320030540","1","2","ppb","3","Jerome Mack-NCore","22","92.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"01/30/2023","AQS","320030540","1","0.3","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"01/31/2023","AQS","320030540","1","0.4","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"02/01/2023","AQS","320030540","1","2","ppb","3","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"02/02/2023","AQS","320030540","1","2.8","ppb","3","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"02/03/2023","AQS","320030540","1","3.1","ppb","4","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"02/04/2023","AQS","320030540","1","2.4","ppb","3","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"02/05/2023","AQS","320030540","1","2","ppb","3","Jerome Mack-NCore","22","92.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"02/06/2023","AQS","320030540","1","0.3","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"02/07/2023","AQS","320030540","1","1.3","ppb","1","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"02/08/2023","AQS","320030540","1","2.2","ppb","3","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"02/09/2023","AQS","320030540","1","1.2","ppb","1","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"02/10/2023","AQS","320030540","1","2.8","ppb","3","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"02/11/2023","AQS","320030540","1","2.4","ppb","3","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"02/12/2023","AQS","320030540","1","1.4","ppb","1","Jerome Mack-NCore","22","92.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"02/15/2023","AQS","320030540","1","0","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"02/16/2023","AQS","320030540","1","0.4","ppb","0","Jerome Mack-NCore","22","92.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"02/17/2023","AQS","320030540","1","1.9","ppb","1","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"02/18/2023","AQS","320030540","1","1.5","ppb","1","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"02/19/2023","AQS","320030540","1","1.8","ppb","1","Jerome Mack-NCore","22","92.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"02/20/2023","AQS","320030540","1","1.8","ppb","1","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"02/21/2023","AQS","320030540","1","2.4","ppb","3","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"02/22/2023","AQS","320030540","1","0.4","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"02/23/2023","AQS","320030540","1","0.2","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"02/24/2023","AQS","320030540","1","0.3","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"02/25/2023","AQS","320030540","1","0.4","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"02/26/2023","AQS","320030540","1","0.2","ppb","0","Jerome Mack-NCore","22","92.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"02/27/2023","AQS","320030540","1","0.3","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"02/28/2023","AQS","320030540","1","0.3","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"03/01/2023","AQS","320030540","1","0.3","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"03/02/2023","AQS","320030540","1","0.5","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"03/03/2023","AQS","320030540","1","1.1","ppb","1","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"03/04/2023","AQS","320030540","1","1.3","ppb","1","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"03/05/2023","AQS","320030540","1","0.2","ppb","0","Jerome Mack-NCore","22","92.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"03/06/2023","AQS","320030540","1","0.2","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"03/07/2023","AQS","320030540","1","0.8","ppb","0","Jerome Mack-NCore","22","92.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"03/08/2023","AQS","320030540","1","1.4","ppb","1","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"03/09/2023","AQS","320030540","1","0.9","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"03/10/2023","AQS","320030540","1","0.2","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"03/11/2023","AQS","320030540","1","0.2","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"03/12/2023","AQS","320030540","1","0.4","ppb","0","Jerome Mack-NCore","22","92.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"03/13/2023","AQS","320030540","1","1","ppb","1","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"03/14/2023","AQS","320030540","1","0.2","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"03/15/2023","AQS","320030540","1","0.3","ppb","0","Jerome Mack-NCore","23","96.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"03/16/2023","AQS","320030540","1","0.3","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"03/17/2023","AQS","320030540","1","0.5","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"03/18/2023","AQS","320030540","1","0.4","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"03/19/2023","AQS","320030540","1","0.6","ppb","0","Jerome Mack-NCore","22","92.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"03/20/2023","AQS","320030540","1","0.5","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"03/21/2023","AQS","320030540","1","0.3","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"03/22/2023","AQS","320030540","1","0.3","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"03/23/2023","AQS","320030540","1","0.6","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"03/24/2023","AQS","320030540","1","0.3","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"03/25/2023","AQS","320030540","1","0.4","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"03/26/2023","AQS","320030540","1","0.4","ppb","0","Jerome Mack-NCore","22","92.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"03/27/2023","AQS","320030540","1","0.5","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"03/28/2023","AQS","320030540","1","1.5","ppb","1","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"03/29/2023","AQS","320030540","1","0.3","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"03/30/2023","AQS","320030540","1","0.6","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"03/31/2023","AQS","320030540","1","1.4","ppb","1","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"04/01/2023","AQS","320030540","1","1.8","ppb","1","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"04/02/2023","AQS","320030540","1","0.6","ppb","0","Jerome Mack-NCore","22","92.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"04/03/2023","AQS","320030540","1","0.6","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"04/04/2023","AQS","320030540","1","0.5","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"04/05/2023","AQS","320030540","1","0.5","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"04/06/2023","AQS","320030540","1","0.6","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"04/07/2023","AQS","320030540","1","1.3","ppb","1","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"04/08/2023","AQS","320030540","1","0.8","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"04/09/2023","AQS","320030540","1","1.3","ppb","1","Jerome Mack-NCore","22","92.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"04/10/2023","AQS","320030540","1","1.5","ppb","1","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"04/11/2023","AQS","320030540","1","2","ppb","3","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"04/12/2023","AQS","320030540","1","0.5","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"04/13/2023","AQS","320030540","1","0.5","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"04/14/2023","AQS","320030540","1","0.6","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"04/15/2023","AQS","320030540","1","0.7","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"04/16/2023","AQS","320030540","1","0.8","ppb","0","Jerome Mack-NCore","22","92.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"04/17/2023","AQS","320030540","1","0.4","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"04/18/2023","AQS","320030540","1","0.5","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"04/19/2023","AQS","320030540","1","0.9","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"04/20/2023","AQS","320030540","1","1.2","ppb","1","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"04/21/2023","AQS","320030540","1","0.9","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"04/22/2023","AQS","320030540","1","1.1","ppb","1","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"04/23/2023","AQS","320030540","1","1","ppb","1","Jerome Mack-NCore","22","92.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"04/24/2023","AQS","320030540","1","0.9","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"04/25/2023","AQS","320030540","1","0.4","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"04/26/2023","AQS","320030540","1","0.5","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"04/27/2023","AQS","320030540","1","0.9","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"04/28/2023","AQS","320030540","1","1","ppb","1","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"04/29/2023","AQS","320030540","1","1.7","ppb","1","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"04/30/2023","AQS","320030540","1","0.7","ppb","0","Jerome Mack-NCore","22","92.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"05/01/2023","AQS","320030540","1","0.4","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"05/02/2023","AQS","320030540","1","0.4","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"05/03/2023","AQS","320030540","1","0.6","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"05/04/2023","AQS","320030540","1","0.4","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"05/05/2023","AQS","320030540","1","0.5","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"05/06/2023","AQS","320030540","1","0.3","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"05/07/2023","AQS","320030540","1","0.5","ppb","0","Jerome Mack-NCore","22","92.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"05/08/2023","AQS","320030540","1","0.5","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"05/09/2023","AQS","320030540","1","0.4","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"05/10/2023","AQS","320030540","1","0.5","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"05/11/2023","AQS","320030540","1","0.9","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"05/12/2023","AQS","320030540","1","0.8","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"05/13/2023","AQS","320030540","1","0.3","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"05/14/2023","AQS","320030540","1","0.4","ppb","0","Jerome Mack-NCore","22","92.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"05/15/2023","AQS","320030540","1","0.4","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"05/16/2023","AQS","320030540","1","0.6","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"05/17/2023","AQS","320030540","1","0.5","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"05/18/2023","AQS","320030540","1","0.5","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"05/19/2023","AQS","320030540","1","0.5","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"05/20/2023","AQS","320030540","1","0.4","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"05/21/2023","AQS","320030540","1","0.9","ppb","0","Jerome Mack-NCore","22","92.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"05/22/2023","AQS","320030540","1","0.7","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"05/23/2023","AQS","320030540","1","0.5","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"05/24/2023","AQS","320030540","1","0.4","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"05/25/2023","AQS","320030540","1","0.4","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"05/26/2023","AQS","320030540","1","0.6","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"05/27/2023","AQS","320030540","1","0.7","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"05/28/2023","AQS","320030540","1","0.5","ppb","0","Jerome Mack-NCore","22","92.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"05/29/2023","AQS","320030540","1","0.5","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"05/30/2023","AQS","320030540","1","1.3","ppb","1","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"05/31/2023","AQS","320030540","1","0.8","ppb","0","Jerome Mack-NCore","24","100.0000","42401","Sulfur dioxide","600","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
