"Date","Source","Site ID","POC","Daily Max 8-hour CO Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"10/27/2023","AQS","320030540","1","0.4","ppm","5","Jerome Mack-NCore","24","100.0000","42101","Carbon monoxide","593","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"10/28/2023","AQS","320030540","1","0.4","ppm","5","Jerome Mack-NCore","24","100.0000","42101","Carbon monoxide","593","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"10/29/2023","AQS","320030540","1","0.2","ppm","2","Jerome Mack-NCore","24","100.0000","42101","Carbon monoxide","593","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"10/30/2023","AQS","320030540","1","0.8","ppm","9","Jerome Mack-NCore","24","100.0000","42101","Carbon monoxide","593","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"10/31/2023","AQS","320030540","1","1","ppm","11","Jerome Mack-NCore","20","83.0000","42101","Carbon monoxide","593","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"11/08/2023","AQS","320030540","1","0.1","ppm","1","Jerome Mack-NCore","1","4.0000","42101","Carbon monoxide","593","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"11/09/2023","AQS","320030540","1","0.7","ppm","8","Jerome Mack-NCore","24","100.0000","42101","Carbon monoxide","593","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"11/10/2023","AQS","320030540","1","1.2","ppm","14","Jerome Mack-NCore","24","100.0000","42101","Carbon monoxide","593","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"11/11/2023","AQS","320030540","1","1.5","ppm","17","Jerome Mack-NCore","24","100.0000","42101","Carbon monoxide","593","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"11/12/2023","AQS","320030540","1","2","ppm","23","Jerome Mack-NCore","24","100.0000","42101","Carbon monoxide","593","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"11/13/2023","AQS","320030540","1","1.7","ppm","19","Jerome Mack-NCore","24","100.0000","42101","Carbon monoxide","593","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"11/14/2023","AQS","320030540","1","1.8","ppm","20","Jerome Mack-NCore","24","100.0000","42101","Carbon monoxide","593","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"11/15/2023","AQS","320030540","1","1.6","ppm","18","Jerome Mack-NCore","24","100.0000","42101","Carbon monoxide","593","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"11/16/2023","AQS","320030540","1","0.6","ppm","7","Jerome Mack-NCore","24","100.0000","42101","Carbon monoxide","593","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"11/17/2023","AQS","320030540","1","1.1","ppm","13","Jerome Mack-NCore","24","100.0000","42101","Carbon monoxide","593","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"11/18/2023","AQS","320030540","1","1.6","ppm","18","Jerome Mack-NCore","24","100.0000","42101","Carbon monoxide","593","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"11/19/2023","AQS","320030540","1","0.2","ppm","2","Jerome Mack-NCore","24","100.0000","42101","Carbon monoxide","593","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"11/20/2023","AQS","320030540","1","0.2","ppm","2","Jerome Mack-NCore","24","100.0000","42101","Carbon monoxide","593","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"11/21/2023","AQS","320030540","1","1.2","ppm","14","Jerome Mack-NCore","24","100.0000","42101","Carbon monoxide","593","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"11/22/2023","AQS","320030540","1","1.5","ppm","17","Jerome Mack-NCore","24","100.0000","42101","Carbon monoxide","593","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"11/23/2023","AQS","320030540","1","1.7","ppm","19","Jerome Mack-NCore","24","100.0000","42101","Carbon monoxide","593","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"11/24/2023","AQS","320030540","1","1.6","ppm","18","Jerome Mack-NCore","24","100.0000","42101","Carbon monoxide","593","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"11/25/2023","AQS","320030540","1","0.3","ppm","3","Jerome Mack-NCore","24","100.0000","42101","Carbon monoxide","593","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"11/26/2023","AQS","320030540","1","0.5","ppm","6","Jerome Mack-NCore","24","100.0000","42101","Carbon monoxide","593","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"11/27/2023","AQS","320030540","1","1","ppm","11","Jerome Mack-NCore","24","100.0000","42101","Carbon monoxide","593","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"11/28/2023","AQS","320030540","1","1.2","ppm","14","Jerome Mack-NCore","24","100.0000","42101","Carbon monoxide","593","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"11/29/2023","AQS","320030540","1","1.5","ppm","17","Jerome Mack-NCore","24","100.0000","42101","Carbon monoxide","593","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"11/30/2023","AQS","320030540","1","1.4","ppm","16","Jerome Mack-NCore","24","100.0000","42101","Carbon monoxide","593","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"12/01/2023","AQS","320030540","1","0.7","ppm","8","Jerome Mack-NCore","24","100.0000","42101","Carbon monoxide","593","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"12/02/2023","AQS","320030540","1","1.2","ppm","14","Jerome Mack-NCore","24","100.0000","42101","Carbon monoxide","593","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"12/03/2023","AQS","320030540","1","1.5","ppm","17","Jerome Mack-NCore","24","100.0000","42101","Carbon monoxide","593","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"12/04/2023","AQS","320030540","1","1.6","ppm","18","Jerome Mack-NCore","24","100.0000","42101","Carbon monoxide","593","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"12/05/2023","AQS","320030540","1","1.9","ppm","22","Jerome Mack-NCore","24","100.0000","42101","Carbon monoxide","593","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"12/06/2023","AQS","320030540","1","1.9","ppm","22","Jerome Mack-NCore","24","100.0000","42101","Carbon monoxide","593","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"12/07/2023","AQS","320030540","1","1.2","ppm","14","Jerome Mack-NCore","24","100.0000","42101","Carbon monoxide","593","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"12/08/2023","AQS","320030540","1","1.2","ppm","14","Jerome Mack-NCore","24","100.0000","42101","Carbon monoxide","593","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"12/09/2023","AQS","320030540","1","0.6","ppm","7","Jerome Mack-NCore","24","100.0000","42101","Carbon monoxide","593","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"12/10/2023","AQS","320030540","1","1.6","ppm","18","Jerome Mack-NCore","24","100.0000","42101","Carbon monoxide","593","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"12/11/2023","AQS","320030540","1","2","ppm","23","Jerome Mack-NCore","24","100.0000","42101","Carbon monoxide","593","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"12/12/2023","AQS","320030540","1","2.4","ppm","27","Jerome Mack-NCore","19","79.0000","42101","Carbon monoxide","593","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"12/20/2023","AQS","320030540","1","0.9","ppm","10","Jerome Mack-NCore","5","21.0000","42101","Carbon monoxide","593","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"12/21/2023","AQS","320030540","1","1.5","ppm","17","Jerome Mack-NCore","24","100.0000","42101","Carbon monoxide","593","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"12/22/2023","AQS","320030540","1","1.2","ppm","14","Jerome Mack-NCore","24","100.0000","42101","Carbon monoxide","593","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"12/23/2023","AQS","320030540","1","1.3","ppm","15","Jerome Mack-NCore","24","100.0000","42101","Carbon monoxide","593","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"12/24/2023","AQS","320030540","1","1.4","ppm","16","Jerome Mack-NCore","24","100.0000","42101","Carbon monoxide","593","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"12/25/2023","AQS","320030540","1","2","ppm","23","Jerome Mack-NCore","24","100.0000","42101","Carbon monoxide","593","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"12/26/2023","AQS","320030540","1","1.5","ppm","17","Jerome Mack-NCore","24","100.0000","42101","Carbon monoxide","593","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"12/27/2023","AQS","320030540","1","1.7","ppm","19","Jerome Mack-NCore","24","100.0000","42101","Carbon monoxide","593","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"12/28/2023","AQS","320030540","1","1.7","ppm","19","Jerome Mack-NCore","24","100.0000","42101","Carbon monoxide","593","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"12/29/2023","AQS","320030540","1","2.1","ppm","24","Jerome Mack-NCore","24","100.0000","42101","Carbon monoxide","593","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"12/30/2023","AQS","320030540","1","2.4","ppm","27","Jerome Mack-NCore","24","100.0000","42101","Carbon monoxide","593","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"12/31/2023","AQS","320030540","1","0.6","ppm","7","Jerome Mack-NCore","24","100.0000","42101","Carbon monoxide","593","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.141875","-115.078742"
"01/01/2023","AQS","320030561","1","0.2","ppm","2","Sunrise Acres","19","79.0000","42101","Carbon monoxide","093","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.163962","-115.11393"
"01/02/2023","AQS","320030561","1","0.3","ppm","3","Sunrise Acres","24","100.0000","42101","Carbon monoxide","093","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.163962","-115.11393"
"01/03/2023","AQS","320030561","1","0.4","ppm","5","Sunrise Acres","24","100.0000","42101","Carbon monoxide","093","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.163962","-115.11393"
"01/04/2023","AQS","320030561","1","1.1","ppm","13","Sunrise Acres","24","100.0000","42101","Carbon monoxide","093","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.163962","-115.11393"
"01/05/2023","AQS","320030561","1","0.7","ppm","8","Sunrise Acres","24","100.0000","42101","Carbon monoxide","093","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.163962","-115.11393"
"01/06/2023","AQS","320030561","1","1.1","ppm","13","Sunrise Acres","24","100.0000","42101","Carbon monoxide","093","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.163962","-115.11393"
"01/07/2023","AQS","320030561","1","1.3","ppm","15","Sunrise Acres","24","100.0000","42101","Carbon monoxide","093","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.163962","-115.11393"
"01/08/2023","AQS","320030561","1","1.4","ppm","16","Sunrise Acres","24","100.0000","42101","Carbon monoxide","093","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.163962","-115.11393"
"01/09/2023","AQS","320030561","1","1","ppm","11","Sunrise Acres","24","100.0000","42101","Carbon monoxide","093","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.163962","-115.11393"
"01/10/2023","AQS","320030561","1","0.9","ppm","10","Sunrise Acres","24","100.0000","42101","Carbon monoxide","093","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.163962","-115.11393"
"01/11/2023","AQS","320030561","1","0.9","ppm","10","Sunrise Acres","24","100.0000","42101","Carbon monoxide","093","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.163962","-115.11393"
"01/12/2023","AQS","320030561","1","1.4","ppm","16","Sunrise Acres","24","100.0000","42101","Carbon monoxide","093","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.163962","-115.11393"
"01/13/2023","AQS","320030561","1","1.7","ppm","19","Sunrise Acres","24","100.0000","42101","Carbon monoxide","093","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.163962","-115.11393"
"01/14/2023","AQS","320030561","1","1.4","ppm","16","Sunrise Acres","24","100.0000","42101","Carbon monoxide","093","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.163962","-115.11393"
"01/15/2023","AQS","320030561","1","0.3","ppm","3","Sunrise Acres","24","100.0000","42101","Carbon monoxide","093","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.163962","-115.11393"
"01/16/2023","AQS","320030561","1","0.4","ppm","5","Sunrise Acres","24","100.0000","42101","Carbon monoxide","093","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.163962","-115.11393"
"01/17/2023","AQS","320030561","1","0.3","ppm","3","Sunrise Acres","18","75.0000","42101","Carbon monoxide","093","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.163962","-115.11393"
"01/18/2023","AQS","320030561","1","0.7","ppm","8","Sunrise Acres","24","100.0000","42101","Carbon monoxide","093","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.163962","-115.11393"
"01/19/2023","AQS","320030561","1","1.1","ppm","13","Sunrise Acres","24","100.0000","42101","Carbon monoxide","093","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.163962","-115.11393"
"01/20/2023","AQS","320030561","1","0.1","ppm","1","Sunrise Acres","24","100.0000","42101","Carbon monoxide","093","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.163962","-115.11393"
"01/21/2023","AQS","320030561","1","0.8","ppm","9","Sunrise Acres","24","100.0000","42101","Carbon monoxide","093","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.163962","-115.11393"
"01/22/2023","AQS","320030561","1","1.3","ppm","15","Sunrise Acres","24","100.0000","42101","Carbon monoxide","093","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.163962","-115.11393"
"01/23/2023","AQS","320030561","1","0.1","ppm","1","Sunrise Acres","24","100.0000","42101","Carbon monoxide","093","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.163962","-115.11393"
"01/24/2023","AQS","320030561","1","0.2","ppm","2","Sunrise Acres","24","100.0000","42101","Carbon monoxide","093","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.163962","-115.11393"
"01/25/2023","AQS","320030561","1","0.4","ppm","5","Sunrise Acres","24","100.0000","42101","Carbon monoxide","093","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.163962","-115.11393"
"01/26/2023","AQS","320030561","1","0.6","ppm","7","Sunrise Acres","24","100.0000","42101","Carbon monoxide","093","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.163962","-115.11393"
"01/27/2023","AQS","320030561","1","0.9","ppm","10","Sunrise Acres","24","100.0000","42101","Carbon monoxide","093","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.163962","-115.11393"
"01/28/2023","AQS","320030561","1","0.9","ppm","10","Sunrise Acres","24","100.0000","42101","Carbon monoxide","093","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.163962","-115.11393"
"01/29/2023","AQS","320030561","1","1.1","ppm","13","Sunrise Acres","24","100.0000","42101","Carbon monoxide","093","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.163962","-115.11393"
"01/30/2023","AQS","320030561","1","0.1","ppm","1","Sunrise Acres","24","100.0000","42101","Carbon monoxide","093","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.163962","-115.11393"
"01/31/2023","AQS","320030561","1","0.3","ppm","3","Sunrise Acres","24","100.0000","42101","Carbon monoxide","093","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.163962","-115.11393"
"02/01/2023","AQS","320030561","1","0.9","ppm","10","Sunrise Acres","24","100.0000","42101","Carbon monoxide","093","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.163962","-115.11393"
"02/02/2023","AQS","320030561","1","1.3","ppm","15","Sunrise Acres","24","100.0000","42101","Carbon monoxide","093","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.163962","-115.11393"
"02/03/2023","AQS","320030561","1","1.4","ppm","16","Sunrise Acres","24","100.0000","42101","Carbon monoxide","093","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.163962","-115.11393"
"02/04/2023","AQS","320030561","1","1.2","ppm","14","Sunrise Acres","24","100.0000","42101","Carbon monoxide","093","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.163962","-115.11393"
"02/05/2023","AQS","320030561","1","1.4","ppm","16","Sunrise Acres","24","100.0000","42101","Carbon monoxide","093","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.163962","-115.11393"
"02/06/2023","AQS","320030561","1","0.1","ppm","1","Sunrise Acres","24","100.0000","42101","Carbon monoxide","093","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.163962","-115.11393"
"02/07/2023","AQS","320030561","1","0.4","ppm","5","Sunrise Acres","24","100.0000","42101","Carbon monoxide","093","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.163962","-115.11393"
"02/08/2023","AQS","320030561","1","0.8","ppm","9","Sunrise Acres","24","100.0000","42101","Carbon monoxide","093","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.163962","-115.11393"
"02/09/2023","AQS","320030561","1","0.9","ppm","10","Sunrise Acres","24","100.0000","42101","Carbon monoxide","093","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.163962","-115.11393"
"02/10/2023","AQS","320030561","1","1.2","ppm","14","Sunrise Acres","24","100.0000","42101","Carbon monoxide","093","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.163962","-115.11393"
"02/11/2023","AQS","320030561","1","1.6","ppm","18","Sunrise Acres","24","100.0000","42101","Carbon monoxide","093","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.163962","-115.11393"
"02/12/2023","AQS","320030561","1","0.6","ppm","7","Sunrise Acres","24","100.0000","42101","Carbon monoxide","093","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.163962","-115.11393"
"02/13/2023","AQS","320030561","1","0.4","ppm","5","Sunrise Acres","24","100.0000","42101","Carbon monoxide","093","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.163962","-115.11393"
"02/14/2023","AQS","320030561","1","0.3","ppm","3","Sunrise Acres","24","100.0000","42101","Carbon monoxide","093","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.163962","-115.11393"
"02/15/2023","AQS","320030561","1","0.2","ppm","2","Sunrise Acres","24","100.0000","42101","Carbon monoxide","093","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.163962","-115.11393"
"02/16/2023","AQS","320030561","1","0.4","ppm","5","Sunrise Acres","24","100.0000","42101","Carbon monoxide","093","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.163962","-115.11393"
"02/17/2023","AQS","320030561","1","0.8","ppm","9","Sunrise Acres","24","100.0000","42101","Carbon monoxide","093","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.163962","-115.11393"
"02/18/2023","AQS","320030561","1","0.9","ppm","10","Sunrise Acres","24","100.0000","42101","Carbon monoxide","093","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.163962","-115.11393"
"02/19/2023","AQS","320030561","1","1","ppm","11","Sunrise Acres","24","100.0000","42101","Carbon monoxide","093","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.163962","-115.11393"
"02/20/2023","AQS","320030561","1","1.3","ppm","15","Sunrise Acres","24","100.0000","42101","Carbon monoxide","093","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.163962","-115.11393"
"02/21/2023","AQS","320030561","1","1.3","ppm","15","Sunrise Acres","14","58.0000","42101","Carbon monoxide","093","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.163962","-115.11393"
"03/01/2023","AQS","320030561","1","0.1","ppm","1","Sunrise Acres","9","38.0000","42101","Carbon monoxide","093","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.163962","-115.11393"
"03/02/2023","AQS","320030561","1","0.5","ppm","6","Sunrise Acres","24","100.0000","42101","Carbon monoxide","093","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.163962","-115.11393"
"03/03/2023","AQS","320030561","1","0.8","ppm","9","Sunrise Acres","24","100.0000","42101","Carbon monoxide","093","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.163962","-115.11393"
"03/04/2023","AQS","320030561","1","1.4","ppm","16","Sunrise Acres","24","100.0000","42101","Carbon monoxide","093","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.163962","-115.11393"
"03/05/2023","AQS","320030561","1","0","ppm","0","Sunrise Acres","24","100.0000","42101","Carbon monoxide","093","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.163962","-115.11393"
"03/06/2023","AQS","320030561","1","0.1","ppm","1","Sunrise Acres","24","100.0000","42101","Carbon monoxide","093","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.163962","-115.11393"
"03/07/2023","AQS","320030561","1","0.4","ppm","5","Sunrise Acres","24","100.0000","42101","Carbon monoxide","093","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.163962","-115.11393"
"03/08/2023","AQS","320030561","1","0.8","ppm","9","Sunrise Acres","14","58.0000","42101","Carbon monoxide","093","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.163962","-115.11393"
"03/09/2023","AQS","320030561","1","0.2","ppm","2","Sunrise Acres","5","21.0000","42101","Carbon monoxide","093","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.163962","-115.11393"
"03/10/2023","AQS","320030561","1","0.2","ppm","2","Sunrise Acres","24","100.0000","42101","Carbon monoxide","093","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.163962","-115.11393"
"03/11/2023","AQS","320030561","1","0.2","ppm","2","Sunrise Acres","24","100.0000","42101","Carbon monoxide","093","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.163962","-115.11393"
"03/12/2023","AQS","320030561","1","0.3","ppm","3","Sunrise Acres","24","100.0000","42101","Carbon monoxide","093","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.163962","-115.11393"
"03/13/2023","AQS","320030561","1","0.2","ppm","2","Sunrise Acres","24","100.0000","42101","Carbon monoxide","093","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.163962","-115.11393"
"03/14/2023","AQS","320030561","1","0.2","ppm","2","Sunrise Acres","24","100.0000","42101","Carbon monoxide","093","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.163962","-115.11393"
"03/15/2023","AQS","320030561","1","0.1","ppm","1","Sunrise Acres","24","100.0000","42101","Carbon monoxide","093","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.163962","-115.11393"
"03/16/2023","AQS","320030561","1","0.2","ppm","2","Sunrise Acres","24","100.0000","42101","Carbon monoxide","093","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.163962","-115.11393"
"03/17/2023","AQS","320030561","1","0.3","ppm","3","Sunrise Acres","24","100.0000","42101","Carbon monoxide","093","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.163962","-115.11393"
"03/18/2023","AQS","320030561","1","0.3","ppm","3","Sunrise Acres","24","100.0000","42101","Carbon monoxide","093","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.163962","-115.11393"
"03/19/2023","AQS","320030561","1","0.6","ppm","7","Sunrise Acres","24","100.0000","42101","Carbon monoxide","093","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.163962","-115.11393"
"03/20/2023","AQS","320030561","1","0.2","ppm","2","Sunrise Acres","24","100.0000","42101","Carbon monoxide","093","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.163962","-115.11393"
"03/21/2023","AQS","320030561","1","0.1","ppm","1","Sunrise Acres","18","75.0000","42101","Carbon monoxide","093","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.163962","-115.11393"
"03/22/2023","AQS","320030561","1","0.1","ppm","1","Sunrise Acres","24","100.0000","42101","Carbon monoxide","093","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.163962","-115.11393"
"03/23/2023","AQS","320030561","1","0.3","ppm","3","Sunrise Acres","24","100.0000","42101","Carbon monoxide","093","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.163962","-115.11393"
"03/24/2023","AQS","320030561","1","0.2","ppm","2","Sunrise Acres","24","100.0000","42101","Carbon monoxide","093","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.163962","-115.11393"
"03/25/2023","AQS","320030561","1","0.4","ppm","5","Sunrise Acres","24","100.0000","42101","Carbon monoxide","093","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.163962","-115.11393"
