"Date","Source","Site ID","POC","Daily Max 1-hour NO2 Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"01/01/2023","AQS","320030075","1","5.8","ppb","5","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"01/02/2023","AQS","320030075","1","18.2","ppb","17","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"01/03/2023","AQS","320030075","1","26","ppb","25","Joe Neal","23","96.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"01/04/2023","AQS","320030075","1","21.4","ppb","20","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"01/05/2023","AQS","320030075","1","16.2","ppb","15","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"01/06/2023","AQS","320030075","1","25.5","ppb","24","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"01/07/2023","AQS","320030075","1","30.1","ppb","28","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"01/08/2023","AQS","320030075","1","25.8","ppb","24","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"01/09/2023","AQS","320030075","1","26.4","ppb","25","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"01/10/2023","AQS","320030075","1","12.3","ppb","11","Joe Neal","23","96.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"01/11/2023","AQS","320030075","1","33.5","ppb","31","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"01/12/2023","AQS","320030075","1","36.4","ppb","34","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"01/13/2023","AQS","320030075","1","31.7","ppb","29","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"01/14/2023","AQS","320030075","1","25.7","ppb","24","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"01/15/2023","AQS","320030075","1","6.2","ppb","6","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"01/16/2023","AQS","320030075","1","10.7","ppb","9","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"01/17/2023","AQS","320030075","1","4","ppb","4","Joe Neal","23","96.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"01/18/2023","AQS","320030075","1","30.5","ppb","28","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"01/19/2023","AQS","320030075","1","29.8","ppb","27","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"01/20/2023","AQS","320030075","1","3","ppb","3","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"01/21/2023","AQS","320030075","1","32.6","ppb","30","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"01/22/2023","AQS","320030075","1","19.5","ppb","18","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"01/23/2023","AQS","320030075","1","3","ppb","3","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"01/24/2023","AQS","320030075","1","3","ppb","3","Joe Neal","23","96.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"01/25/2023","AQS","320030075","1","5.8","ppb","5","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"01/26/2023","AQS","320030075","1","29.6","ppb","27","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"01/27/2023","AQS","320030075","1","35.9","ppb","33","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"01/28/2023","AQS","320030075","1","31.5","ppb","29","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"01/29/2023","AQS","320030075","1","24.8","ppb","23","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"01/30/2023","AQS","320030075","1","4.9","ppb","4","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"01/31/2023","AQS","320030075","1","7.8","ppb","7","Joe Neal","23","96.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"02/01/2023","AQS","320030075","1","34.1","ppb","32","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"02/02/2023","AQS","320030075","1","37.4","ppb","35","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"02/03/2023","AQS","320030075","1","31.8","ppb","29","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"02/04/2023","AQS","320030075","1","33.5","ppb","31","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"02/05/2023","AQS","320030075","1","30.3","ppb","28","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"02/06/2023","AQS","320030075","1","3","ppb","3","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"02/07/2023","AQS","320030075","1","7.8","ppb","7","Joe Neal","23","96.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"02/08/2023","AQS","320030075","1","37.3","ppb","35","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"02/09/2023","AQS","320030075","1","28.4","ppb","26","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"02/10/2023","AQS","320030075","1","36.6","ppb","34","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"02/11/2023","AQS","320030075","1","35.2","ppb","33","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"02/12/2023","AQS","320030075","1","16.9","ppb","15","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"02/13/2023","AQS","320030075","1","21.8","ppb","20","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"02/14/2023","AQS","320030075","1","15.8","ppb","14","Joe Neal","23","96.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"02/15/2023","AQS","320030075","1","3.4","ppb","3","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"02/16/2023","AQS","320030075","1","28.7","ppb","26","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"02/17/2023","AQS","320030075","1","33.1","ppb","31","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"02/18/2023","AQS","320030075","1","23.7","ppb","22","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"02/19/2023","AQS","320030075","1","21.8","ppb","20","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"02/20/2023","AQS","320030075","1","32.6","ppb","30","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"02/21/2023","AQS","320030075","1","17.9","ppb","16","Joe Neal","23","96.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"02/22/2023","AQS","320030075","1","7.1","ppb","7","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"02/23/2023","AQS","320030075","1","5","ppb","5","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"02/24/2023","AQS","320030075","1","14.7","ppb","13","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"02/25/2023","AQS","320030075","1","12.5","ppb","11","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"02/26/2023","AQS","320030075","1","9.5","ppb","8","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"02/27/2023","AQS","320030075","1","15.7","ppb","14","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"02/28/2023","AQS","320030075","1","19.1","ppb","18","Joe Neal","23","96.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"03/01/2023","AQS","320030075","1","6.7","ppb","6","Joe Neal","20","83.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"03/02/2023","AQS","320030075","1","16.9","ppb","15","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"03/03/2023","AQS","320030075","1","33.4","ppb","31","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"03/04/2023","AQS","320030075","1","31.7","ppb","29","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"03/05/2023","AQS","320030075","1","2.8","ppb","2","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"03/06/2023","AQS","320030075","1","13.1","ppb","12","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"03/07/2023","AQS","320030075","1","13.5","ppb","12","Joe Neal","23","96.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"03/08/2023","AQS","320030075","1","20.1","ppb","19","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"03/09/2023","AQS","320030075","1","20.9","ppb","19","Joe Neal","23","96.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"03/10/2023","AQS","320030075","1","3.5","ppb","3","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"03/11/2023","AQS","320030075","1","6.9","ppb","6","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"03/12/2023","AQS","320030075","1","18","ppb","17","Joe Neal","22","92.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"03/17/2023","AQS","320030075","1","13.3","ppb","12","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"03/18/2023","AQS","320030075","1","17.6","ppb","16","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"03/19/2023","AQS","320030075","1","22.5","ppb","21","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"03/20/2023","AQS","320030075","1","20.6","ppb","19","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"03/21/2023","AQS","320030075","1","8.4","ppb","8","Joe Neal","23","96.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"03/22/2023","AQS","320030075","1","6.6","ppb","6","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"03/23/2023","AQS","320030075","1","8.5","ppb","8","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"03/24/2023","AQS","320030075","1","4","ppb","4","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"03/25/2023","AQS","320030075","1","18.9","ppb","17","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"03/26/2023","AQS","320030075","1","2.9","ppb","2","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"03/27/2023","AQS","320030075","1","17.8","ppb","16","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"03/28/2023","AQS","320030075","1","29.8","ppb","27","Joe Neal","19","79.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"03/29/2023","AQS","320030075","1","9.7","ppb","8","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"03/30/2023","AQS","320030075","1","18.7","ppb","17","Joe Neal","22","92.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"03/31/2023","AQS","320030075","1","25","ppb","24","Joe Neal","23","96.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"04/01/2023","AQS","320030075","1","15.4","ppb","14","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"04/02/2023","AQS","320030075","1","6.9","ppb","6","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"04/03/2023","AQS","320030075","1","2.9","ppb","2","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"04/04/2023","AQS","320030075","1","2.7","ppb","2","Joe Neal","19","79.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"04/05/2023","AQS","320030075","1","16.9","ppb","15","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"04/06/2023","AQS","320030075","1","28.7","ppb","26","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"04/07/2023","AQS","320030075","1","14.6","ppb","13","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"04/08/2023","AQS","320030075","1","17.3","ppb","16","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"04/09/2023","AQS","320030075","1","8.4","ppb","8","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"04/10/2023","AQS","320030075","1","26.6","ppb","25","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"04/11/2023","AQS","320030075","1","11.3","ppb","10","Joe Neal","23","96.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"04/12/2023","AQS","320030075","1","10.7","ppb","9","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"04/13/2023","AQS","320030075","1","3.8","ppb","3","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"04/14/2023","AQS","320030075","1","7.4","ppb","7","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"04/15/2023","AQS","320030075","1","16.5","ppb","15","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"04/16/2023","AQS","320030075","1","8.6","ppb","8","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"04/17/2023","AQS","320030075","1","14.1","ppb","13","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"04/18/2023","AQS","320030075","1","8.6","ppb","8","Joe Neal","23","96.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"04/19/2023","AQS","320030075","1","14.9","ppb","13","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"04/20/2023","AQS","320030075","1","16","ppb","15","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"04/21/2023","AQS","320030075","1","9","ppb","8","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"04/22/2023","AQS","320030075","1","15","ppb","14","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"04/23/2023","AQS","320030075","1","8.3","ppb","8","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"04/24/2023","AQS","320030075","1","4.6","ppb","4","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"04/25/2023","AQS","320030075","1","5.3","ppb","5","Joe Neal","23","96.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"04/26/2023","AQS","320030075","1","16.3","ppb","15","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"04/27/2023","AQS","320030075","1","12.3","ppb","11","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"04/28/2023","AQS","320030075","1","15.9","ppb","14","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"04/29/2023","AQS","320030075","1","16.2","ppb","15","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"04/30/2023","AQS","320030075","1","8.3","ppb","8","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"05/01/2023","AQS","320030075","1","17.9","ppb","16","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"05/02/2023","AQS","320030075","1","7.3","ppb","7","Joe Neal","23","96.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"05/03/2023","AQS","320030075","1","16.5","ppb","15","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"05/04/2023","AQS","320030075","1","9.9","ppb","8","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"05/05/2023","AQS","320030075","1","8.9","ppb","8","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"05/06/2023","AQS","320030075","1","9.1","ppb","8","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"05/07/2023","AQS","320030075","1","6.8","ppb","6","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"05/08/2023","AQS","320030075","1","14.5","ppb","13","Joe Neal","24","100.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
"05/09/2023","AQS","320030075","1","8","ppb","8","Joe Neal","23","96.0000","42602","Nitrogen dioxide (NO2)","212","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.270592","-115.238282"
