"Date","Source","Site ID","POC","Daily Max 8-hour Ozone Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"01/01/2023","AQS","320030024","1","0.033","ppm","31","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"01/02/2023","AQS","320030024","1","0.032","ppm","30","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"01/03/2023","AQS","320030024","1","0.032","ppm","30","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"01/04/2023","AQS","320030024","1","0.022","ppm","20","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"01/05/2023","AQS","320030024","1","0.024","ppm","22","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"01/06/2023","AQS","320030024","1","0.031","ppm","29","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"01/07/2023","AQS","320030024","1","0.026","ppm","24","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"01/08/2023","AQS","320030024","1","0.02","ppm","19","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"01/09/2023","AQS","320030024","1","0.012","ppm","11","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"01/10/2023","AQS","320030024","1","0.039","ppm","36","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"01/11/2023","AQS","320030024","1","0.034","ppm","31","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"01/12/2023","AQS","320030024","1","0.028","ppm","26","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"01/13/2023","AQS","320030024","1","0.027","ppm","25","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"01/14/2023","AQS","320030024","1","0.032","ppm","30","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"01/15/2023","AQS","320030024","1","0.04","ppm","37","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"01/16/2023","AQS","320030024","1","0.041","ppm","38","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"01/17/2023","AQS","320030024","1","0.035","ppm","32","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"01/18/2023","AQS","320030024","1","0.035","ppm","32","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"01/19/2023","AQS","320030024","1","0.032","ppm","30","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"01/20/2023","AQS","320030024","1","0.036","ppm","33","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"01/21/2023","AQS","320030024","1","0.037","ppm","34","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"01/22/2023","AQS","320030024","1","0.039","ppm","36","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"01/23/2023","AQS","320030024","1","0.04","ppm","37","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"01/24/2023","AQS","320030024","1","0.039","ppm","36","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"01/25/2023","AQS","320030024","1","0.039","ppm","36","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"01/26/2023","AQS","320030024","1","0.039","ppm","36","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"01/27/2023","AQS","320030024","1","0.034","ppm","31","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"01/28/2023","AQS","320030024","1","0.033","ppm","31","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"01/29/2023","AQS","320030024","1","0.038","ppm","35","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"01/30/2023","AQS","320030024","1","0.037","ppm","34","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"01/31/2023","AQS","320030024","1","0.04","ppm","37","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"02/01/2023","AQS","320030024","1","0.039","ppm","36","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"02/02/2023","AQS","320030024","1","0.04","ppm","37","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"02/03/2023","AQS","320030024","1","0.026","ppm","24","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"02/04/2023","AQS","320030024","1","0.033","ppm","31","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"02/05/2023","AQS","320030024","1","0.043","ppm","40","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"02/06/2023","AQS","320030024","1","0.039","ppm","36","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"02/07/2023","AQS","320030024","1","0.037","ppm","34","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"02/08/2023","AQS","320030024","1","0.039","ppm","36","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"02/09/2023","AQS","320030024","1","0.043","ppm","40","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"02/10/2023","AQS","320030024","1","0.04","ppm","37","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"02/11/2023","AQS","320030024","1","0.037","ppm","34","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"02/12/2023","AQS","320030024","1","0.04","ppm","37","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"02/13/2023","AQS","320030024","1","0.044","ppm","41","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"02/14/2023","AQS","320030024","1","0.039","ppm","36","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"02/15/2023","AQS","320030024","1","0.04","ppm","37","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"02/16/2023","AQS","320030024","1","0.042","ppm","39","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"02/17/2023","AQS","320030024","1","0.042","ppm","39","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"02/18/2023","AQS","320030024","1","0.045","ppm","42","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"02/19/2023","AQS","320030024","1","0.044","ppm","41","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"02/20/2023","AQS","320030024","1","0.04","ppm","37","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"02/21/2023","AQS","320030024","1","0.049","ppm","45","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"02/22/2023","AQS","320030024","1","0.04","ppm","37","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"02/23/2023","AQS","320030024","1","0.043","ppm","40","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"02/24/2023","AQS","320030024","1","0.04","ppm","37","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"02/25/2023","AQS","320030024","1","0.043","ppm","40","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"02/26/2023","AQS","320030024","1","0.047","ppm","44","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"02/27/2023","AQS","320030024","1","0.045","ppm","42","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"02/28/2023","AQS","320030024","1","0.042","ppm","39","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"03/01/2023","AQS","320030024","1","0.041","ppm","38","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"03/02/2023","AQS","320030024","1","0.043","ppm","40","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"03/03/2023","AQS","320030024","1","0.044","ppm","41","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"03/04/2023","AQS","320030024","1","0.052","ppm","48","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"03/05/2023","AQS","320030024","1","0.049","ppm","45","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"03/06/2023","AQS","320030024","1","0.048","ppm","44","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"03/07/2023","AQS","320030024","1","0.05","ppm","46","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"03/09/2023","AQS","320030024","1","0.044","ppm","41","Virgin Valley High School","16","94.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"03/10/2023","AQS","320030024","1","0.029","ppm","27","Virgin Valley High School","13","76.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"03/11/2023","AQS","320030024","1","0.037","ppm","34","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"03/12/2023","AQS","320030024","1","0.041","ppm","38","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"03/13/2023","AQS","320030024","1","0.044","ppm","41","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"03/14/2023","AQS","320030024","1","0.031","ppm","29","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"03/15/2023","AQS","320030024","1","0.036","ppm","33","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"03/16/2023","AQS","320030024","1","0.046","ppm","43","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"03/17/2023","AQS","320030024","1","0.048","ppm","44","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"03/18/2023","AQS","320030024","1","0.049","ppm","45","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"03/19/2023","AQS","320030024","1","0.038","ppm","35","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"03/20/2023","AQS","320030024","1","0.041","ppm","38","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"03/21/2023","AQS","320030024","1","0.049","ppm","45","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"03/22/2023","AQS","320030024","1","0.053","ppm","49","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"03/23/2023","AQS","320030024","1","0.05","ppm","46","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"03/24/2023","AQS","320030024","1","0.046","ppm","43","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"03/25/2023","AQS","320030024","1","0.046","ppm","43","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"03/26/2023","AQS","320030024","1","0.05","ppm","46","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"03/27/2023","AQS","320030024","1","0.045","ppm","42","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"03/28/2023","AQS","320030024","1","0.046","ppm","43","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"03/29/2023","AQS","320030024","1","0.045","ppm","42","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"03/30/2023","AQS","320030024","1","0.046","ppm","43","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"03/31/2023","AQS","320030024","1","0.045","ppm","42","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"04/01/2023","AQS","320030024","1","0.049","ppm","45","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"04/02/2023","AQS","320030024","1","0.054","ppm","50","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"04/03/2023","AQS","320030024","1","0.045","ppm","42","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"04/04/2023","AQS","320030024","1","0.043","ppm","40","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"04/05/2023","AQS","320030024","1","0.047","ppm","44","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"04/06/2023","AQS","320030024","1","0.047","ppm","44","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"04/07/2023","AQS","320030024","1","0.044","ppm","41","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"04/08/2023","AQS","320030024","1","0.05","ppm","46","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"04/09/2023","AQS","320030024","1","0.052","ppm","48","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"04/10/2023","AQS","320030024","1","0.05","ppm","46","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"04/11/2023","AQS","320030024","1","0.054","ppm","50","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"04/12/2023","AQS","320030024","1","0.057","ppm","58","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"04/13/2023","AQS","320030024","1","0.056","ppm","54","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"04/14/2023","AQS","320030024","1","0.054","ppm","50","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"04/15/2023","AQS","320030024","1","0.054","ppm","50","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"04/16/2023","AQS","320030024","1","0.053","ppm","49","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"04/17/2023","AQS","320030024","1","0.067","ppm","90","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"04/18/2023","AQS","320030024","1","0.061","ppm","71","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"04/19/2023","AQS","320030024","1","0.052","ppm","48","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"04/20/2023","AQS","320030024","1","0.052","ppm","48","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"04/21/2023","AQS","320030024","1","0.045","ppm","42","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"04/22/2023","AQS","320030024","1","0.041","ppm","38","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"04/23/2023","AQS","320030024","1","0.043","ppm","40","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"04/24/2023","AQS","320030024","1","0.051","ppm","47","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"04/25/2023","AQS","320030024","1","0.046","ppm","43","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"04/26/2023","AQS","320030024","1","0.049","ppm","45","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"04/27/2023","AQS","320030024","1","0.048","ppm","44","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"04/28/2023","AQS","320030024","1","0.054","ppm","50","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"04/29/2023","AQS","320030024","1","0.06","ppm","67","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"04/30/2023","AQS","320030024","1","0.056","ppm","54","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"05/01/2023","AQS","320030024","1","0.057","ppm","58","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"05/02/2023","AQS","320030024","1","0.049","ppm","45","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"05/03/2023","AQS","320030024","1","0.048","ppm","44","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"05/04/2023","AQS","320030024","1","0.049","ppm","45","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"05/05/2023","AQS","320030024","1","0.048","ppm","44","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"05/06/2023","AQS","320030024","1","0.051","ppm","47","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"05/07/2023","AQS","320030024","1","0.051","ppm","47","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"05/08/2023","AQS","320030024","1","0.059","ppm","64","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"05/09/2023","AQS","320030024","1","0.065","ppm","84","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"05/10/2023","AQS","320030024","1","0.064","ppm","80","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"05/11/2023","AQS","320030024","1","0.057","ppm","58","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"05/12/2023","AQS","320030024","1","0.06","ppm","67","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"05/13/2023","AQS","320030024","1","0.055","ppm","51","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"05/14/2023","AQS","320030024","1","0.056","ppm","54","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
"05/15/2023","AQS","320030024","1","0.059","ppm","64","Virgin Valley High School","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.815897","-114.050347"
