"Date","Source","Site ID","POC","Daily Max 8-hour Ozone Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"11/08/2023","AQS","320030043","1","0.041","ppm","38","Paul Meyer","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"11/09/2023","AQS","320030043","1","0.043","ppm","40","Paul Meyer","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"11/10/2023","AQS","320030043","1","0.041","ppm","38","Paul Meyer","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"11/11/2023","AQS","320030043","1","0.04","ppm","37","Paul Meyer","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"11/12/2023","AQS","320030043","1","0.042","ppm","39","Paul Meyer","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"11/13/2023","AQS","320030043","1","0.03","ppm","28","Paul Meyer","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"11/14/2023","AQS","320030043","1","0.039","ppm","36","Paul Meyer","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"11/15/2023","AQS","320030043","1","0.03","ppm","28","Paul Meyer","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"11/16/2023","AQS","320030043","1","0.032","ppm","30","Paul Meyer","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"11/17/2023","AQS","320030043","1","0.034","ppm","31","Paul Meyer","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"11/18/2023","AQS","320030043","1","0.042","ppm","39","Paul Meyer","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"11/19/2023","AQS","320030043","1","0.047","ppm","44","Paul Meyer","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"11/20/2023","AQS","320030043","1","0.041","ppm","38","Paul Meyer","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"11/21/2023","AQS","320030043","1","0.031","ppm","29","Paul Meyer","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"11/22/2023","AQS","320030043","1","0.026","ppm","24","Paul Meyer","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"11/23/2023","AQS","320030043","1","0.026","ppm","24","Paul Meyer","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"11/24/2023","AQS","320030043","1","0.037","ppm","34","Paul Meyer","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"11/25/2023","AQS","320030043","1","0.032","ppm","30","Paul Meyer","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"11/26/2023","AQS","320030043","1","0.033","ppm","31","Paul Meyer","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"11/27/2023","AQS","320030043","1","0.033","ppm","31","Paul Meyer","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"11/28/2023","AQS","320030043","1","0.032","ppm","30","Paul Meyer","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"11/29/2023","AQS","320030043","1","0.028","ppm","26","Paul Meyer","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"11/30/2023","AQS","320030043","1","0.033","ppm","31","Paul Meyer","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"12/01/2023","AQS","320030043","1","0.041","ppm","38","Paul Meyer","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"12/02/2023","AQS","320030043","1","0.033","ppm","31","Paul Meyer","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"12/03/2023","AQS","320030043","1","0.034","ppm","31","Paul Meyer","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"12/04/2023","AQS","320030043","1","0.028","ppm","26","Paul Meyer","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"12/05/2023","AQS","320030043","1","0.031","ppm","29","Paul Meyer","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"12/06/2023","AQS","320030043","1","0.043","ppm","40","Paul Meyer","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"12/07/2023","AQS","320030043","1","0.036","ppm","33","Paul Meyer","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"12/08/2023","AQS","320030043","1","0.045","ppm","42","Paul Meyer","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"12/09/2023","AQS","320030043","1","0.041","ppm","38","Paul Meyer","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"12/10/2023","AQS","320030043","1","0.03","ppm","28","Paul Meyer","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"12/11/2023","AQS","320030043","1","0.017","ppm","16","Paul Meyer","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"12/12/2023","AQS","320030043","1","0.02","ppm","19","Paul Meyer","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"12/13/2023","AQS","320030043","1","0.039","ppm","36","Paul Meyer","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"12/14/2023","AQS","320030043","1","0.029","ppm","27","Paul Meyer","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"12/15/2023","AQS","320030043","1","0.027","ppm","25","Paul Meyer","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"12/16/2023","AQS","320030043","1","0.029","ppm","27","Paul Meyer","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"12/17/2023","AQS","320030043","1","0.026","ppm","24","Paul Meyer","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"12/18/2023","AQS","320030043","1","0.02","ppm","19","Paul Meyer","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"12/19/2023","AQS","320030043","1","0.016","ppm","15","Paul Meyer","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"12/20/2023","AQS","320030043","1","0.032","ppm","30","Paul Meyer","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"12/21/2023","AQS","320030043","1","0.031","ppm","29","Paul Meyer","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"12/22/2023","AQS","320030043","1","0.016","ppm","15","Paul Meyer","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"12/23/2023","AQS","320030043","1","0.029","ppm","27","Paul Meyer","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"12/24/2023","AQS","320030043","1","0.034","ppm","31","Paul Meyer","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"12/25/2023","AQS","320030043","1","0.03","ppm","28","Paul Meyer","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"12/26/2023","AQS","320030043","1","0.026","ppm","24","Paul Meyer","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"12/27/2023","AQS","320030043","1","0.021","ppm","19","Paul Meyer","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"12/28/2023","AQS","320030043","1","0.025","ppm","23","Paul Meyer","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"12/29/2023","AQS","320030043","1","0.029","ppm","27","Paul Meyer","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"12/30/2023","AQS","320030043","1","0.039","ppm","36","Paul Meyer","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.106389","-115.253333"
"01/01/2023","AQS","320030044","1","0.038","ppm","35","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"01/02/2023","AQS","320030044","1","0.037","ppm","34","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"01/03/2023","AQS","320030044","1","0.034","ppm","31","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"01/04/2023","AQS","320030044","1","0.022","ppm","20","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"01/05/2023","AQS","320030044","1","0.041","ppm","38","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"01/06/2023","AQS","320030044","1","0.037","ppm","34","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"01/07/2023","AQS","320030044","1","0.029","ppm","27","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"01/08/2023","AQS","320030044","1","0.027","ppm","25","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"01/09/2023","AQS","320030044","1","0.031","ppm","29","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"01/11/2023","AQS","320030044","1","0.035","ppm","32","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"01/12/2023","AQS","320030044","1","0.033","ppm","31","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"01/13/2023","AQS","320030044","1","0.03","ppm","28","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"01/14/2023","AQS","320030044","1","0.041","ppm","38","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"01/15/2023","AQS","320030044","1","0.042","ppm","39","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"01/16/2023","AQS","320030044","1","0.043","ppm","40","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"01/17/2023","AQS","320030044","1","0.036","ppm","33","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"01/18/2023","AQS","320030044","1","0.035","ppm","32","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"01/19/2023","AQS","320030044","1","0.033","ppm","31","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"01/20/2023","AQS","320030044","1","0.038","ppm","35","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"01/21/2023","AQS","320030044","1","0.035","ppm","32","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"01/22/2023","AQS","320030044","1","0.04","ppm","37","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"01/23/2023","AQS","320030044","1","0.041","ppm","38","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"01/24/2023","AQS","320030044","1","0.035","ppm","32","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"01/25/2023","AQS","320030044","1","0.037","ppm","34","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"01/26/2023","AQS","320030044","1","0.038","ppm","35","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"01/27/2023","AQS","320030044","1","0.033","ppm","31","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"01/28/2023","AQS","320030044","1","0.035","ppm","32","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"01/29/2023","AQS","320030044","1","0.047","ppm","44","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"01/30/2023","AQS","320030044","1","0.033","ppm","31","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"01/31/2023","AQS","320030044","1","0.038","ppm","35","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"02/01/2023","AQS","320030044","1","0.031","ppm","29","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"02/02/2023","AQS","320030044","1","0.039","ppm","36","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"02/03/2023","AQS","320030044","1","0.033","ppm","31","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"02/04/2023","AQS","320030044","1","0.036","ppm","33","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"02/05/2023","AQS","320030044","1","0.045","ppm","42","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"02/06/2023","AQS","320030044","1","0.041","ppm","38","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"02/07/2023","AQS","320030044","1","0.039","ppm","36","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"02/08/2023","AQS","320030044","1","0.039","ppm","36","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"02/09/2023","AQS","320030044","1","0.044","ppm","41","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"02/10/2023","AQS","320030044","1","0.04","ppm","37","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"02/11/2023","AQS","320030044","1","0.038","ppm","35","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"02/12/2023","AQS","320030044","1","0.043","ppm","40","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"02/13/2023","AQS","320030044","1","0.046","ppm","43","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"02/14/2023","AQS","320030044","1","0.041","ppm","38","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"02/15/2023","AQS","320030044","1","0.042","ppm","39","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"02/16/2023","AQS","320030044","1","0.039","ppm","36","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"02/17/2023","AQS","320030044","1","0.04","ppm","37","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"02/18/2023","AQS","320030044","1","0.044","ppm","41","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"02/19/2023","AQS","320030044","1","0.046","ppm","43","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"02/20/2023","AQS","320030044","1","0.04","ppm","37","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"02/21/2023","AQS","320030044","1","0.047","ppm","44","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"02/22/2023","AQS","320030044","1","0.042","ppm","39","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"02/23/2023","AQS","320030044","1","0.044","ppm","41","Mountains Edge Park","14","82.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"02/24/2023","AQS","320030044","1","0.035","ppm","32","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"02/25/2023","AQS","320030044","1","0.045","ppm","42","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"02/26/2023","AQS","320030044","1","0.047","ppm","44","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"02/27/2023","AQS","320030044","1","0.044","ppm","41","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"02/28/2023","AQS","320030044","1","0.045","ppm","42","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"03/01/2023","AQS","320030044","1","0.048","ppm","44","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"03/02/2023","AQS","320030044","1","0.045","ppm","42","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"03/03/2023","AQS","320030044","1","0.043","ppm","40","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"03/04/2023","AQS","320030044","1","0.057","ppm","58","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"03/05/2023","AQS","320030044","1","0.049","ppm","45","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"03/06/2023","AQS","320030044","1","0.055","ppm","51","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"03/07/2023","AQS","320030044","1","0.053","ppm","49","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"03/08/2023","AQS","320030044","1","0.051","ppm","47","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"03/09/2023","AQS","320030044","1","0.047","ppm","44","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"03/10/2023","AQS","320030044","1","0.034","ppm","31","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"03/11/2023","AQS","320030044","1","0.044","ppm","41","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"03/12/2023","AQS","320030044","1","0.043","ppm","40","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"03/13/2023","AQS","320030044","1","0.044","ppm","41","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"03/14/2023","AQS","320030044","1","0.039","ppm","36","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"03/15/2023","AQS","320030044","1","0.038","ppm","35","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"03/16/2023","AQS","320030044","1","0.051","ppm","47","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"03/17/2023","AQS","320030044","1","0.05","ppm","46","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"03/18/2023","AQS","320030044","1","0.052","ppm","48","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"03/19/2023","AQS","320030044","1","0.049","ppm","45","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"03/20/2023","AQS","320030044","1","0.046","ppm","43","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
